date,player,session_type,duration,total_distance_m,running_m,HSR_m,sprint_m,HI_m,acc_cnt,dec_cnt,high_acc_cnt,high_dec_cnt,player_load
2024-07-14,Jamie Foxx,FULL TRAINING,01:32:00,1581,689,71,17,89,122,5,15,5,243.62314792148857
2025-03-24,Jamie Foxx,FULL TRAINING,01:00:00,4246,1781,138,6,145,430,518,15,18,486.9401310277408
2025.02.26,George Clooney,FULL TRAINING,00:53:00,7135,1120,1119,3,1123,348,348,24,50,464.2489118638455
2024.07.17,Mark Wahlberg,FULL TRAINING,01:31:00,6757,1635,222,30,253,276,83,12,10,497.64153849252125
2024-12-03,Jamie Foxx,FULL TRAINING,01:43:00,8017,498,497,78,575,210,289,9,24,504.6010832199638
2025-04-07,Robert Downey Jr.,FULL TRAINING,01:43:00,6534,476,204,24,229,230,246,10,7,790.9796973491185
2024-07-30,Gerard Butler,FULL TRAINING,01:02:00,3559,705,19,18,29,223,166,11,15,570.0253732270718
2025-03-08,Usain Bolt,OFFICIAL MATCH,01:31:00,9118,2374,477,83,560,493,588,32,50,1255.8228920024803
2024-12-13,Robert Downey Jr.,FULL TRAINING,00:50:00,3879,223,146,7,153,256,275,24,19,207.18083041559925
2025.02.17,Usain Bolt,FULL TRAINING,01:03:00,2676,1936,203,29,232,499,450,15,4,462.84539360501196
2024-07-01,Justin Timberlake,FULL TRAINING,01:29:00,7819,384,135,12,147,410,415,9,14,482.76385697203204
2024.06.20,Cristiano Ronaldo,FULL TRAINING,01:18:00,1591,1024,157,46,203,216,291,14,30,1067.227619528137
2025-03-24,Ryan Reynolds,FULL TRAINING,01:34:00,10838,1067,107,4,112,413,382,9,30,300.7865899429926
2024-09-18,Chris Hemsworth,FULL TRAINING,00:50:00,5572,646,164,163,189,251,279,3,10,1019.9238121624257
2024.09.22,Gerard Butler,OFFICIAL MATCH,01:32:00,10238,2186,609,91,701,391,385,51,9,874.9860613321302
2025-03-13,Jason Momoa,FULL TRAINING,01:07:00,2795,603,67,52,120,325,377,5,9,534.4144616453403
2024.12.07,Chris Hemsworth,OFFICIAL MATCH,01:44:00,12045,2328,428,233,661,703,676,110,21,927.832811170771
2024-09-06,Vin Diesel,FULL TRAINING,01:34:00,6443,594,343,2,346,199,286,9,0,344.94046785315874
2024-12-05,George Clooney,FULL TRAINING,01:17:00,2204,512,169,9,179,216,186,10,6,407.7398810234933
2025-02-18,Chris Hemsworth,FULL TRAINING,01:41:00,4379,498,358,38,396,307,251,23,28,818.1346465094844
2024.07.07,Cristiano Ronaldo,FULL TRAINING,01:32:00,5585,971,357,77,435,316,267,25,26,403.90836394638865
2025-02-14,Chris Hemsworth,FULL TRAINING,01:31:00,14246,587,110,17,127,346,405,6,26,980.2238152507095
2024-10-15,Usain Bolt,FULL TRAINING,01:58:00,6121,541,540,7,547,150,300,16,8,483.47768753671335
2024-12-03,Adam Sandler,FULL TRAINING,00:59:00,7714,954,145,34,179,196,350,36,19,505.00400015588696
2025.05.07,Cristiano Ronaldo,FULL TRAINING,01:21:00,6379,1943,152,1,153,298,430,18,7,915.1228140603442
2025.01.22,Vin Diesel,FULL TRAINING,01:46:00,5080,493,159,37,196,382,355,19,17,747.1159473751165
2025-01-07,Mark Wahlberg,FULL TRAINING,01:28:00,6706,2744,57,20,77,349,261,30,55,932.4709157209838
2025-05-24,George Clooney,OFFICIAL MATCH,01:39:00,10159,1804,400,149,550,435,515,31,210,976.8866708330131
2025-05-08,Jason Momoa,FULL TRAINING,01:20:00,5499,894,230,16,247,340,295,9,7,814.3678052642904
2024.11.04,Usain Bolt,FULL TRAINING,00:00:00,3843,223,78,14,92,164,202,29,10,315.22669885775406
2024-09-16,John Cena,FULL TRAINING,01:52:00,11669,217,194,11,206,146,10,11,10,405.2343055196914
2024-11-16,Jason Momoa,OFFICIAL MATCH,01:35:00,9871,2129,504,325,829,245,181,8,4,1078.2237550533407
2024-07-23,Cristiano Ronaldo,FULL TRAINING,01:14:00,5634,384,95,71,166,257,129,10,9,538.5920194831637
2025-02-28,Cristiano Ronaldo,FULL TRAINING,01:27:00,2678,648,143,142,254,236,106,13,7,312.16076005285396
2025-02-07,Jason Momoa,FULL TRAINING,00:50:00,2750,288,162,38,201,390,423,15,5,856.1971240960855
2025.02.13,Chris Hemsworth,FULL TRAINING,01:44:00,5974,694,84,67,152,317,393,11,4,716.1111767405079
2025-03-28,Mark Wahlberg,FULL TRAINING,01:40:00,5764,665,298,59,357,264,320,19,23,661.5328582540287
2024.07.16,John Cena,FULL TRAINING,01:09:00,5149,322,53,52,90,366,521,19,2,742.3648751726454
2024-08-20,Vin Diesel,FULL TRAINING,00:49:00,69,166,198,197,280,196,306,10,0,924.9969207701208
2025-01-31,Justin Timberlake,FULL TRAINING,01:18:00,8226,559,559,14,574,258,243,38,13,363.8070809149774
2024-09-07,Cristiano Ronaldo,OFFICIAL MATCH,01:20:00,9456,1681,297,78,376,409,464,37,47,1430.3827474608802
2024.06.25,Ryan Reynolds,FULL TRAINING,01:40:00,9527,947,122,41,163,283,289,6,11,993.3703467841954
2024-10-24,Jason Momoa,FULL TRAINING,00:32:00,600,2843,372,204,577,118,161,7,3,474.72785194089505
2025-05-20,Jason Momoa,FULL TRAINING,01:51:00,9734,394,128,27,156,267,95,12,12,636.7198813485252
2024-09-19,John Cena,FULL TRAINING,01:04:00,11371,694,116,5,122,166,220,13,1,450.9938175471495
2024-09-06,Usain Bolt,FULL TRAINING,01:12:00,6180,142,275,274,416,69,0,5,0,692.3863701812857
2025-02-10,Robert Downey Jr.,FULL TRAINING,01:15:00,7449,1620,775,16,792,434,504,12,5,619.5635059919666
2025-01-27,John Cena,FULL TRAINING,01:57:00,6887,537,179,26,205,228,289,13,8,395.5149218085725
2025-05-15,Ryan Reynolds,FULL TRAINING,01:55:00,9398,479,383,64,448,353,463,12,13,696.3369934188548
2024-08-13,Justin Timberlake,FULL TRAINING,01:06:00,4781,505,81,13,94,331,260,4,19,806.4812260298384
2024-12-10,John Cena,FULL TRAINING,01:03:00,3373,285,121,83,204,216,132,8,7,439.69688258209817
2024-08-26,Justin Timberlake,FULL TRAINING,01:25:00,6927,456,82,82,156,194,185,22,27,545.8817507791443
2024-12-05,Chris Hemsworth,FULL TRAINING,01:33:00,11435,298,298,2,300,275,75,4,1,430.1938853083273
2024-08-26,Mark Wahlberg,FULL TRAINING,01:21:00,12623,302,74,6,81,185,190,23,3,787.1528913667091
2025-04-16,Jason Momoa,FULL TRAINING,00:49:00,1962,1142,190,189,377,253,297,27,6,777.7051344031912
2024.07.03,Justin Timberlake,FULL TRAINING,01:36:00,7054,728,727,0,728,205,106,37,7,893.4881233410053
2025-01-17,Vin Diesel,FULL TRAINING,01:47:00,5881,402,401,43,445,237,267,20,63,739.9642162836108
2025.05.02,Justin Timberlake,FULL TRAINING,00:58:00,9733,947,264,31,295,254,127,16,12,724.2384977890873
2024-09-28,Gerard Butler,OFFICIAL MATCH,00:58:00,6848,1674,526,163,690,535,274,46,115,1320.6912275554432
2024.11.04,George Clooney,FULL TRAINING,01:24:00,6190,239,130,0,131,142,224,5,78,144.04648523079084
2024-10-16,Jamie Foxx,FULL TRAINING,01:00:00,5525,216,125,5,131,243,277,3,7,649.612072707105
2024-09-27,John Cena,FULL TRAINING,00:55:00,2297,672,188,188,242,172,314,6,30,497.5930084623423
2025-04-28,Usain Bolt,FULL TRAINING,01:04:00,4618,579,486,13,500,293,273,35,57,763.0599069173445
2024.11.07,Ryan Reynolds,FULL TRAINING,01:12:00,8263,282,155,77,232,285,215,3,2,251.39579655122333
2025.03.06,Adam Sandler,FULL TRAINING,01:14:00,6853,542,210,7,217,268,253,6,9,741.8268957815012
2025-03-17,Ryan Reynolds,FULL TRAINING,01:31:00,8050,1761,153,35,189,359,286,6,20,929.5400854617467
2024-08-10,Justin Timberlake,OFFICIAL MATCH,01:40:00,11559,2036,529,126,655,481,274,17,30,1249.0716507583318
2025-04-08,Gerard Butler,FULL TRAINING,01:09:00,4350,900,84,42,127,340,384,5,5,354.4025484073665
2024-10-22,Leonardo DiCaprio,FULL TRAINING,01:38:00,5009,582,122,18,140,289,225,6,2,138.41419113615194
2025-03-18,Cristiano Ronaldo,FULL TRAINING,01:22:00,12540,806,587,10,597,324,221,9,15,885.2893454467741
2025-01-18,Mark Wahlberg,OFFICIAL MATCH,01:08:00,5878,2090,594,209,804,460,345,36,243,1244.64213157363
2025.04.03,John Cena,FULL TRAINING,01:39:00,6349,984,156,155,231,215,162,34,32,569.428985628726
2024-08-22,Ryan Reynolds,FULL TRAINING,01:10:00,6450,1536,24,23,46,141,222,5,7,581.9453843298437
2025.01.17,Gerard Butler,FULL TRAINING,01:42:00,7764,592,208,55,264,291,244,18,43,792.990659795326
2024-11-13,Chris Hemsworth,FULL TRAINING,01:19:00,4893,835,201,3,204,252,266,6,31,625.581932646558
2024-08-16,Mark Wahlberg,FULL TRAINING,00:24:00,0,293,38,12,51,221,187,6,109,479.11796405889197
2024-06-29,Robert Downey Jr.,OFFICIAL MATCH,01:45:00,10615,2434,503,236,740,441,578,36,95,419.8578106076586
2024-10-23,Mark Wahlberg,FULL TRAINING,00:32:00,4497,726,266,18,284,260,245,7,5,520.2541549830923
2025-02-13,Gerard Butler,FULL TRAINING,01:40:00,11274,537,407,24,432,221,246,13,34,204.1912831188837
2024-07-25,Jamie Foxx,FULL TRAINING,01:12:00,7302,375,95,41,137,258,232,3,76,510.7547717776715
2025-03-27,Gerard Butler,FULL TRAINING,01:34:00,6069,437,112,30,143,324,308,18,4,877.4142627601402
2024.09.05,Leonardo DiCaprio,FULL TRAINING,01:20:00,6867,846,846,123,969,127,69,14,2,272.2387235054599
2025-01-22,Usain Bolt,FULL TRAINING,02:00:00,8571,590,139,19,159,359,394,26,8,478.43363380383624
2025-05-12,Jason Momoa,FULL TRAINING,01:29:00,9268,446,445,205,651,285,241,24,8,236.23087976898353
2025-04-25,Ryan Reynolds,FULL TRAINING,01:18:00,7470,622,205,22,227,398,482,6,39,826.7712445313136
2024.06.17,Usain Bolt,FULL TRAINING,01:01:00,3362,881,881,86,967,276,124,10,8,738.372753102705
2024-11-28,Justin Timberlake,FULL TRAINING,00:46:00,3144,319,12,2,15,199,188,7,2,621.2827264962702
2025-03-28,Leonardo DiCaprio,FULL TRAINING,01:54:00,8106,1210,206,206,280,203,262,10,34,444.79944404555033
2024-07-01,John Cena,FULL TRAINING,01:19:00,4298,442,303,104,408,380,468,11,27,907.176818943456
2025-02-06,George Clooney,FULL TRAINING,01:33:00,8376,599,598,11,610,266,100,12,31,870.7072478271224
2024-09-19,Mark Wahlberg,FULL TRAINING,00:54:00,5402,236,60,19,79,218,215,21,1,325.04781345631784
2024-11-16,George Clooney,OFFICIAL MATCH,01:11:00,8583,1791,385,131,517,236,401,16,130,1429.564619837018
2024-07-19,Jamie Foxx,FULL TRAINING,01:35:00,5461,1132,151,23,175,122,0,20,0,597.2087891830072
2024-09-24,Usain Bolt,FULL TRAINING,01:01:00,5410,1399,112,14,127,260,275,7,3,525.9066124204243
2024-11-07,Jamie Foxx,FULL TRAINING,00:40:00,6894,172,79,7,87,380,437,4,8,416.2297049740811
2025-05-09,Jason Momoa,FULL TRAINING,01:21:00,6183,607,263,47,310,296,398,40,21,1168.946745883915
2024-10-02,Justin Timberlake,FULL TRAINING,00:52:00,5555,837,62,4,66,165,40,8,40,196.94816129580892
2024-10-02,Adam Sandler,FULL TRAINING,01:05:00,4177,402,38,12,50,199,212,53,4,168.93795631008146
2025-03-03,John Cena,FULL TRAINING,01:19:00,6895,417,135,12,148,178,54,40,6,1000.5183550337198
2024-08-01,Robert Downey Jr.,FULL TRAINING,00:56:00,7339,1511,39,4,43,284,113,21,18,326.0764250502771
2025-05-19,John Cena,FULL TRAINING,01:36:00,4615,817,798,30,829,319,358,11,19,659.4481497272998
2025.01.25,Cristiano Ronaldo,OFFICIAL MATCH,01:03:00,6754,3068,745,238,984,542,439,78,300,976.4359819692318
2024.09.26,Chris Hemsworth,FULL TRAINING,01:02:00,6800,385,52,30,82,54,109,4,2,494.0522343108878
2025.02.06,Cristiano Ronaldo,FULL TRAINING,00:56:00,3821,379,208,23,232,225,293,13,41,750.3214810541309
2024-07-18,Robert Downey Jr.,FULL TRAINING,00:58:00,2407,2109,264,14,278,285,273,24,57,586.551034612472
2024-08-14,Cristiano Ronaldo,FULL TRAINING,01:34:00,7861,246,22,16,38,71,8,33,8,735.6239371826772
2025.01.10,Justin Timberlake,FULL TRAINING,01:34:00,6250,672,277,25,303,389,415,25,46,1000.7759930766587
2024-11-09,Vin Diesel,OFFICIAL MATCH,01:41:00,11255,1506,1340,433,1773,521,635,40,72,883.8847573892574
2024.07.17,John Cena,FULL TRAINING,01:07:00,6234,354,340,18,358,339,273,15,6,791.2013458950211
2024.07.16,George Clooney,FULL TRAINING,01:07:00,5091,297,296,95,391,297,307,31,3,861.4336713224632
2024-09-02,Vin Diesel,FULL TRAINING,00:50:00,8575,1182,35,2,38,280,280,21,14,970.8121695917198
2024.07.17,Vin Diesel,FULL TRAINING,01:53:00,8218,942,73,72,143,217,388,8,15,459.81211674267234
2025-03-11,Mark Wahlberg,FULL TRAINING,01:17:00,2705,1027,167,59,226,226,123,28,9,724.5975933145133
2025.02.25,Chris Hemsworth,FULL TRAINING,01:36:00,10290,301,66,17,83,334,367,7,11,410.62048737350506
2024-11-27,Jamie Foxx,FULL TRAINING,01:02:00,3187,626,626,67,693,374,315,11,31,576.2799362150054
2024-09-25,John Cena,FULL TRAINING,00:50:00,0,382,381,10,392,195,235,7,19,317.73413979282327
2025.01.05,Robert Downey Jr.,OFFICIAL MATCH,01:35:00,10117,1739,676,279,955,505,556,54,117,1356.0217028217041
2025-03-18,Chris Hemsworth,FULL TRAINING,01:43:00,8408,301,90,68,159,348,452,26,9,789.4070509381693
2024-12-14,Robert Downey Jr.,OFFICIAL MATCH,01:01:00,7418,948,902,901,1448,414,575,34,34,922.93812786737
2025-04-02,Adam Sandler,FULL TRAINING,01:36:00,11151,1261,1004,72,1076,381,359,19,6,1045.2162866176068
2024-10-04,Ryan Reynolds,FULL TRAINING,00:45:00,4717,646,190,4,195,108,167,12,17,613.8539454913231
2024.06.16,Gerard Butler,FULL TRAINING,01:03:00,5093,740,669,5,674,294,159,15,9,475.9672567444939
2024-09-20,Justin Timberlake,FULL TRAINING,00:35:00,1163,896,139,132,271,288,83,8,44,702.682310778132
2024.09.13,Gerard Butler,FULL TRAINING,01:52:00,10947,301,100,12,112,256,406,2,8,856.9463271959074
2024-08-10,Gerard Butler,OFFICIAL MATCH,01:13:00,7759,1574,798,662,1460,374,249,21,249,816.7261014113362
2025-03-25,Jason Momoa,FULL TRAINING,01:18:00,10340,546,126,67,193,247,158,22,19,964.1451836769097
2024.07.29,Mark Wahlberg,FULL TRAINING,01:00:00,840,1222,292,52,345,292,217,19,3,577.3614273663807
2024.10.31,Gerard Butler,FULL TRAINING,01:07:00,5902,801,304,5,309,265,213,15,28,473.33224048853964
2025-04-21,Leonardo DiCaprio,FULL TRAINING,01:57:00,11329,311,310,97,408,308,235,14,4,703.1190913886696
2024.11.21,Jason Momoa,FULL TRAINING,01:43:00,7783,396,235,19,255,177,112,84,12,381.88621544260917
2024-10-29,Leonardo DiCaprio,FULL TRAINING,01:02:00,996,439,95,94,148,198,242,20,5,353.444508541285
2025-03-27,Adam Sandler,FULL TRAINING,01:07:00,3907,510,509,4,514,174,154,13,38,183.10666168669962
2024-07-25,Chris Hemsworth,FULL TRAINING,01:23:00,6092,691,637,636,963,352,262,10,17,693.0506851370566
2024-11-21,Robert Downey Jr.,FULL TRAINING,00:36:00,6150,1302,184,14,198,146,173,17,31,178.38881498725073
2025-03-04,George Clooney,FULL TRAINING,01:39:00,4640,945,91,27,119,58,0,24,0,470.7224249790346
2024-12-02,Gerard Butler,FULL TRAINING,01:22:00,5175,676,480,66,547,103,168,12,11,781.3589162354846
2024-08-15,Adam Sandler,FULL TRAINING,00:56:00,5489,495,153,2,156,264,300,12,8,648.4687665477284
2024-07-07,Adam Sandler,FULL TRAINING,00:51:00,4348,586,112,48,160,401,340,16,8,923.001128703405
2025-04-12,George Clooney,OFFICIAL MATCH,00:58:00,6403,3091,485,414,900,615,677,27,31,1315.3711727288248
2024-06-15,Gerard Butler,OFFICIAL MATCH,01:04:00,6179,1470,803,279,1082,409,380,14,14,1252.133020916924
2024-11-12,George Clooney,FULL TRAINING,01:23:00,5061,895,90,57,147,63,0,10,0,606.838162551211
2024-07-18,Justin Timberlake,FULL TRAINING,01:21:00,4509,1004,448,23,472,488,413,22,17,469.9258138567253
2024-07-30,Justin Timberlake,FULL TRAINING,00:41:00,6408,914,99,18,117,190,128,14,32,95.48461446048498
2025-05-15,Jamie Foxx,FULL TRAINING,01:13:00,7040,958,557,102,660,381,292,9,2,787.1451373398922
2024-06-25,Jamie Foxx,FULL TRAINING,02:00:00,6645,786,48,47,63,244,236,14,4,594.4898169547854
2024-11-01,Jason Momoa,FULL TRAINING,01:22:00,7635,4327,95,8,104,331,337,3,6,631.8279165617969
2025-05-06,Leonardo DiCaprio,FULL TRAINING,01:27:00,10388,441,260,9,270,364,322,13,6,616.7813082322551
2024.06.26,Cristiano Ronaldo,FULL TRAINING,01:28:00,6763,562,65,4,70,285,171,12,171,408.1219543223132
2025-02-12,Vin Diesel,FULL TRAINING,01:27:00,9276,856,365,11,377,231,212,14,3,1009.3569223959205
2025-05-09,Leonardo DiCaprio,FULL TRAINING,01:03:00,2835,948,221,89,311,417,434,58,15,646.7335163056123
2025-01-07,Robert Downey Jr.,FULL TRAINING,01:23:00,5084,984,319,16,336,344,305,29,8,993.9190811198251
2025-04-25,Jason Momoa,FULL TRAINING,01:42:00,10031,603,319,31,351,147,111,18,23,606.2322922185024
2024-06-26,Gerard Butler,FULL TRAINING,01:46:00,9037,837,182,105,288,294,342,12,24,899.6086060583598
2024-11-04,Gerard Butler,FULL TRAINING,01:52:00,10206,1381,74,37,112,217,251,22,9,886.16892167558
2024-10-21,Jamie Foxx,FULL TRAINING,01:16:00,5559,219,46,30,76,218,256,8,13,57.867838316587495
2025.02.13,Usain Bolt,FULL TRAINING,01:11:00,10112,2155,471,10,482,313,231,14,8,777.2346511139189
2025-05-03,George Clooney,OFFICIAL MATCH,01:32:00,10549,1855,477,287,765,615,703,45,58,1655.8020314486862
2025-05-20,Justin Timberlake,FULL TRAINING,01:15:00,3683,1082,455,58,514,253,249,19,22,543.2695438315134
2025.01.18,Ryan Reynolds,OFFICIAL MATCH,01:36:00,9714,1489,400,75,475,595,668,26,24,1219.135731376543
2024-12-11,Jason Momoa,FULL TRAINING,01:14:00,4284,445,210,7,217,203,130,11,4,928.5217076237109
2024-08-30,Ryan Reynolds,FULL TRAINING,01:17:00,6935,559,172,35,207,186,222,7,83,836.4537637648114
2025-02-22,Cristiano Ronaldo,OFFICIAL MATCH,01:21:00,9677,1809,549,93,643,636,598,34,23,999.0762781473823
2024-08-19,Jason Momoa,FULL TRAINING,01:19:00,8695,1442,300,46,346,212,154,9,4,694.5434596108619
2025.04.07,Chris Hemsworth,FULL TRAINING,01:29:00,8287,433,94,94,134,406,361,27,57,659.9762488322755
2024-09-22,Jamie Foxx,OFFICIAL MATCH,01:32:00,9590,1113,520,68,589,233,244,68,52,683.0872255510903
2024-12-06,Jason Momoa,FULL TRAINING,00:59:00,5594,626,171,4,176,234,135,5,13,489.30143098447627
2024.11.25,Ryan Reynolds,FULL TRAINING,00:57:00,5359,286,54,5,59,184,172,16,6,941.0172908467254
2024-07-06,George Clooney,OFFICIAL MATCH,01:24:00,7812,1633,930,283,1213,403,370,55,32,1330.1871645609474
2025.01.18,Robert Downey Jr.,OFFICIAL MATCH,01:36:00,9315,1976,763,159,922,532,639,24,63,1310.057317279626
2024-11-29,Ryan Reynolds,FULL TRAINING,01:08:00,1120,1387,56,16,73,208,267,16,3,280.1098467521249
2024.09.12,Vin Diesel,FULL TRAINING,01:08:00,5470,580,46,46,88,289,352,3,29,0.0
2025-04-01,Adam Sandler,FULL TRAINING,01:19:00,6814,463,463,16,479,312,313,36,13,742.743414014183
2024-12-14,John Cena,OFFICIAL MATCH,01:39:00,11177,1938,296,144,440,509,487,33,32,1237.8773518102385
2025.03.05,Adam Sandler,FULL TRAINING,01:45:00,7944,845,541,81,622,331,368,9,7,747.0415006239963
2025-04-18,Ryan Reynolds,FULL TRAINING,01:37:00,6599,197,135,77,213,280,298,10,3,348.02170400428236
2025-04-23,Vin Diesel,FULL TRAINING,01:00:00,3040,865,55,27,82,290,296,18,35,232.76337671407884
2024-07-13,Gerard Butler,OFFICIAL MATCH,01:40:00,12497,1627,821,141,962,611,712,60,27,1517.7459303633912
2024-06-21,Chris Hemsworth,FULL TRAINING,01:37:00,3447,488,377,9,387,298,265,12,39,684.8353211609341
2025-04-23,George Clooney,FULL TRAINING,00:21:00,3771,1412,267,4,272,336,460,30,29,345.3728151024045
2024.10.21,Adam Sandler,FULL TRAINING,01:17:00,9121,594,102,47,150,267,289,6,12,653.8926274610131
2024-07-26,Chris Hemsworth,FULL TRAINING,00:46:00,4285,438,438,27,466,342,383,7,0,306.88829330467684
2024-08-19,Robert Downey Jr.,FULL TRAINING,01:12:00,4669,996,996,18,1015,198,99,26,81,448.9791544307354
2025.05.23,Chris Hemsworth,FULL TRAINING,01:22:00,4061,1445,174,5,179,490,480,17,28,605.0028090737142
2025-04-11,Ryan Reynolds,FULL TRAINING,01:33:00,11520,1790,67,19,87,220,242,7,3,650.5250826259572
2024-08-09,Ryan Reynolds,FULL TRAINING,01:07:00,6917,622,69,3,72,195,197,10,8,174.9454505649045
2025-05-08,Ryan Reynolds,FULL TRAINING,01:45:00,6175,788,787,48,836,315,488,16,7,551.2762616001429
2025.02.27,Jamie Foxx,FULL TRAINING,01:05:00,3369,559,255,31,286,193,149,15,149,828.6742337781145
2025-05-23,Mark Wahlberg,FULL TRAINING,01:36:00,9068,549,105,86,191,293,222,21,11,745.1401196458066
2025-04-26,Robert Downey Jr.,OFFICIAL MATCH,01:31:00,10116,2625,464,168,632,579,341,30,27,1567.4099220741482
2024-11-11,Jason Momoa,FULL TRAINING,01:18:00,8122,622,622,10,632,466,516,6,10,258.7819230867725
2025.03.12,Justin Timberlake,FULL TRAINING,02:04:00,10705,684,59,38,97,374,372,5,1,875.8038037520632
2024-07-05,Usain Bolt,FULL TRAINING,01:30:00,10256,1953,1952,24,1977,225,188,14,6,531.7447195867323
2024-09-05,Cristiano Ronaldo,FULL TRAINING,00:31:00,4585,930,929,40,969,189,178,40,5,564.4062125276591
2024-08-12,Leonardo DiCaprio,FULL TRAINING,00:38:00,4079,969,85,39,124,182,275,2,23,621.7215848675689
2024-11-01,John Cena,FULL TRAINING,00:54:00,3158,1258,96,14,110,465,502,6,6,495.4122023747354
2025-02-17,Jason Momoa,FULL TRAINING,01:11:00,2192,551,76,14,91,361,443,4,29,369.241386767146
2024-07-25,Robert Downey Jr.,FULL TRAINING,01:43:00,7066,769,74,16,90,369,376,40,18,291.88278759404716
2025-03-04,Gerard Butler,FULL TRAINING,01:05:00,24,804,106,68,174,212,176,13,17,868.3942013745982
2025-04-21,Ryan Reynolds,FULL TRAINING,01:57:00,10683,282,235,43,278,346,336,28,19,420.65359253548047
2024-11-08,Vin Diesel,FULL TRAINING,01:23:00,5217,645,103,3,106,192,70,17,0,736.3123119020504
2024.07.26,Usain Bolt,FULL TRAINING,01:54:00,6280,1096,54,9,64,362,441,16,2,384.35450166222574
2024.07.04,Vin Diesel,FULL TRAINING,01:08:00,9945,625,625,40,665,382,395,61,6,745.7765960081476
2024-10-15,Vin Diesel,FULL TRAINING,01:11:00,7721,386,58,15,73,265,395,38,6,865.2101605290809
2024-08-19,Cristiano Ronaldo,FULL TRAINING,01:08:00,3782,228,111,16,128,293,298,17,6,491.2936853783303
2024-08-12,Usain Bolt,FULL TRAINING,00:41:00,3628,538,211,32,243,140,0,36,0,822.2404877146447
2025-01-23,Ryan Reynolds,FULL TRAINING,01:25:00,5228,482,38,22,61,469,562,49,41,520.2958760805266
2024-07-31,Ryan Reynolds,FULL TRAINING,00:50:00,2274,98,41,6,47,256,193,3,71,368.7567740169534
2024.10.19,John Cena,OFFICIAL MATCH,01:34:00,10246,2002,573,306,880,468,289,18,60,1223.2027339471538
2024-07-05,Leonardo DiCaprio,FULL TRAINING,01:50:00,7717,2752,84,9,94,310,353,8,24,679.5849686542043
2024-08-08,Vin Diesel,FULL TRAINING,01:07:00,4946,493,249,248,416,224,384,15,38,738.1232626667882
2025-05-16,Vin Diesel,FULL TRAINING,00:19:00,1797,317,93,28,121,255,248,10,12,595.9194872066273
2024-09-11,Cristiano Ronaldo,FULL TRAINING,00:52:00,7229,1003,40,12,52,97,70,2,3,575.617372916585
2025-01-21,Jason Momoa,FULL TRAINING,01:48:00,7093,2548,1170,72,1242,333,321,25,12,985.7732718401099
2025-03-12,Leonardo DiCaprio,FULL TRAINING,01:24:00,6865,1483,310,4,314,298,197,34,8,1023.2038623401454
2025-05-03,John Cena,OFFICIAL MATCH,01:32:00,10737,2267,883,320,1203,463,375,31,204,1740.994071293131
